A,29-Oct-2001,23.86,23.87,22.56,22.93,1235400
AA,29-Oct-2001,34.63,34.85,33.81,34.05,2811000
ABB,29-Oct-2001,7.3,7.3,6.9,6.96,34300
ABC,29-Oct-2001,16.6625,17.05,16.4625,16.505,1623400
ABM,29-Oct-2001,12.8,13.19,12.7,13.19,272800
ABT,29-Oct-2001,54.35,54.5,53.91,54.03,3098400
ABX,29-Oct-2001,15.85,16.02,15.73,15.79,1416400
ACE,29-Oct-2001,37.9,37.9,36.26,36.6,1759300
ACG,29-Oct-2001,8.63,8.67,8.62,8.64,238600
ACI,29-Oct-2001,11.225,11.91,11.125,11.765,656100
ACN,29-Oct-2001,17.72,17.73,17.4,17.55,616200
ACP,29-Oct-2001,9.15,9.15,9.13,9.13,400
ACV,29-Oct-2001,28.2,28.3,27.96,28.04,305700
ADC,29-Oct-2001,18.81,18.98,18.81,18.81,1800
ADM,29-Oct-2001,13.33,13.46,13.1,13.14,1289900
ADS,29-Oct-2001,15.98,16,15.65,15.85,24300
ADX,29-Oct-2001,15.38,15.38,15.03,15.05,47100
AED,29-Oct-2001,20.6,20.6,20.6,20.6,475
AEE,29-Oct-2001,39.92,39.92,39.2,39.57,787300
AEG,29-Oct-2001,25.19,25.52,24.57,24.58,215175
AEM,29-Oct-2001,9.45,9.64,9.45,9.53,161200
AEO,29-Oct-2001,9.238,9.431,8.968,8.998,4495200
AEP,29-Oct-2001,43,43,42.41,42.85,953500
AES,29-Oct-2001,14.4,14.48,13.96,14.07,2719200
AES-C,29-Oct-2001,33.5,33.5,32.25,32.75,146700
AET,29-Oct-2001,7.065,7.15,7.013,7.04,928800
AF,29-Oct-2001,17.67,17.9,17.52,17.54,578400
AFG,29-Oct-2001,15.274,15.274,14.807,14.894,89400
AFL,29-Oct-2001,25.35,25.65,24.75,25.2,959000
AG,29-Oct-2001,11.25,11.25,10.75,11,150300
AGCO,29-Oct-2001,11.25,11.25,10.75,11,150300
AGM,29-Oct-2001,42.57,42.6,41,41.45,15200
AGM.A,29-Oct-2001,32.9,32.9,32.5,32.5,300
AGN,29-Oct-2001,35.52,35.525,35.095,35.32,616900
AGR,29-Oct-2001,51.7,52.4,50,50.6,202100
AGU,29-Oct-2001,9.69,9.86,9.69,9.82,112400
AIB,29-Oct-2001,98.9,99.5,96.95,97.25,61000
AIG,29-Oct-2001,1670,1670.2,1602.2,1620,5880900
AIN,29-Oct-2001,20.37,20.37,19.25,19.3,85400
AIR,29-Oct-2001,8.32,8.37,7.9,8.1,97500
AIT,29-Oct-2001,7.337,7.337,7.277,7.337,70350
AIV,29-Oct-2001,41.8,41.96,41.5,41.93,173100
AJG,29-Oct-2001,37.99,38.82,37.55,37.65,375400
AKO.A,29-Oct-2001,9.3,9.4,9.3,9.33,6100
AKO.B,29-Oct-2001,7.41,7.41,7.41,7.41,0
AKR,29-Oct-2001,6.29,6.29,6.15,6.2,7100
AKS,29-Oct-2001,9.37,9.46,9.2,9.35,311500
AL,29-Oct-2001,29.17,29.23,28.39,28.44,726700
ALB,29-Oct-2001,10.05,10.2,9.945,10.15,84500
ALE,29-Oct-2001,25.41,25.5,25.17,25.38,107266
ALG,29-Oct-2001,13.4,13.4,13.4,13.4,1200
ALK,29-Oct-2001,5.975,6.0625,5.875,6,271700
ALL,29-Oct-2001,32.4,32.72,31.93,32.39,1407200
ALP-O,29-Oct-2001,23.2,23.25,23.2,23.25,1500
ALV,29-Oct-2001,16.65,16.65,15.95,16.11,22900
ALX,29-Oct-2001,60.15,60.15,60.15,60.15,200
AM,29-Oct-2001,14.57,14.65,14.24,14.52,274500
AME,29-Oct-2001,4.076,4.0791,3.9427,3.9929,172200
AMG,29-Oct-2001,43.18,43.27,42.14,42.15,227100
AMT,29-Oct-2001,12.68,12.85,11.99,12,1114300
AMX,29-Oct-2001,2.485,2.485,2.405,2.425,1879500
AN,29-Oct-2001,10.05,10.05,9.8,10.01,763600
ANF,29-Oct-2001,20.43,20.55,19.34,19.34,1074800
ANH,29-Oct-2001,9.65,9.85,9.26,9.6,52500
AOI,29-Oct-2001,62,62.5,58.3,58.3,50600
AON,29-Oct-2001,40.98,41.18,40.05,40.92,685300
AOS,29-Oct-2001,5.4034,5.55,5.2834,5.2834,15400
AP,29-Oct-2001,9.17,9.22,9.17,9.22,2100
APA,29-Oct-2001,22.91,23.87,22.91,23.55,6744044
APB,29-Oct-2001,7.15,7.15,6.93,6.98,18700
APC,29-Oct-2001,30,30.875,29.7,30.22,3042800
APD,29-Oct-2001,40.71,40.8,40.15,40.36,797300
APF,29-Oct-2001,6.67,6.74,6.62,6.65,38000
APH,29-Oct-2001,5.625,5.71,5.3075,5.3825,884000
APU,29-Oct-2001,23.95,24.14,23.82,24.14,20800
ARE,29-Oct-2001,37.7,38.05,37.5,37.79,51300
ARG,29-Oct-2001,13.63,13.63,13.25,13.31,107500
ARL,29-Oct-2001,12.05,12.1,11.98,12.1,2800
ARW,29-Oct-2001,24.6,24.73,24.01,24.45,372100
ASA,29-Oct-2001,6.1833,6.28,6.1333,6.1333,64900
ASG,29-Oct-2001,7.7,7.73,7.5,7.65,24700
ASH,29-Oct-2001,33.93,34.26,33.88,33.91,201248
ASR,29-Oct-2001,12.35,12.5,12.35,12.45,6200
ASX,29-Oct-2001,2.19,2.22,2.19,2.19,209597
ATE,29-Oct-2001,13.75,13.75,13.75,13.75,1000
ATI,29-Oct-2001,15.89,16.1,15.07,15.35,222300
ATO,29-Oct-2001,21.25,21.45,21.05,21.2,47800
ATR,29-Oct-2001,15.01,15.2,14.96,14.97,88200
ATU,29-Oct-2001,6.3,6.47,6.29,6.47,48400
ATW,29-Oct-2001,8.09,8.173,7.893,7.895,118700
AU,29-Oct-2001,16.65,16.65,16.2,16.25,599900
AV,29-Oct-2001,9.18,9.35,8.88,9.05,2176300
AVA,29-Oct-2001,13.75,13.85,13.55,13.71,143500
AVB,29-Oct-2001,45.5,45.72,45.25,45.47,232100
AVP,29-Oct-2001,23.73,23.86,23.25,23.38,3729400
AVT,29-Oct-2001,21.45,21.46,21.01,21.05,348400
AVX,29-Oct-2001,18.8,18.9,18,18.12,274100
AVY,29-Oct-2001,48.27,48.27,47.35,47.45,338300
AWF,29-Oct-2001,9.9,9.95,9.66,9.76,464500
AWR,29-Oct-2001,11.535,11.535,11.3,11.3,10200
AXE,29-Oct-2001,26.25,26.28,25.6,25.6,79800
AXL,29-Oct-2001,15.55,15.55,14.92,14.94,123900
AXP,29-Oct-2001,30.57,30.58,29.81,29.94,3020000
AXR,29-Oct-2001,4.6,4.7,4.6,4.7,17600
AZN,29-Oct-2001,45.15,45.25,44.15,44.49,400800
AZO,29-Oct-2001,57.29,57.29,55.77,55.93,1641900
AZZ,29-Oct-2001,4.6875,4.76,4.6875,4.7125,15300
B,29-Oct-2001,10.825,10.825,10.35,10.35,8700
BA,29-Oct-2001,35.1,35.9,33.5,33.75,10025200
BAC,29-Oct-2001,30.25,30.28,29.58,29.75,11741800
BAK,29-Oct-2001,3.5,3.6,3.5,3.6,3600
BAP,29-Oct-2001,8.13,8.13,8.13,8.13,200
BAX,29-Oct-2001,50.33,50.44,48.7,49.25,1785100
BBD,29-Oct-2001,1.7546,1.7546,1.6137,1.6348,31560
BBF,29-Oct-2001,14.74,14.74,14.59,14.6,5400
BBL,29-Oct-2001,4.25,4.25,4.25,4.25,0
BBT,29-Oct-2001,33.14,33.17,32.42,32.78,661700
BBVA,29-Oct-2001,11.53,11.64,11.16,11.2,256100
BBX,29-Oct-2001,31.5,32.2,29.55,29.55,321800
BBY,29-Oct-2001,24.51,24.53,23.15,23.67,6226425
BC,29-Oct-2001,19,19,18.66,18.81,510400
BCE,29-Oct-2001,22.8,22.8,22.4,22.4,182400
BCO,29-Oct-2001,20.85,20.86,19.7,20.19,69100
BCR,29-Oct-2001,28,28.03,27.5,27.56,460200
BCS,29-Oct-2001,30.75,30.88,30.13,30.17,48000
BDC,29-Oct-2001,27.6,27.6,26.48,26.76,58350
BDJ,29-Oct-2001,10.4,10.4,10.4,10.4,1500
BDN,29-Oct-2001,18.6,19.1,18.58,18.72,102300
BDX,29-Oct-2001,36.87,36.98,36.04,36.26,440900
BEN,29-Oct-2001,11,11,10.7167,10.77,495500
BF.B,29-Oct-2001,20.5667,20.74,20.4333,20.5867,100600
