A,17-Oct-2001,24.5,24.79,23.1,23.62,1997000
AA,17-Oct-2001,33.45,33.46,32,32.03,4098900
ABB,17-Oct-2001,5.78,5.81,5.61,5.61,16300
ABC,17-Oct-2001,17.5,17.65,17.22,17.4125,904800
ABM,17-Oct-2001,13.5,13.5,13.13,13.15,69000
ABT,17-Oct-2001,53.05,53.4,52.69,53.22,2744800
ABX,17-Oct-2001,16.59,17,16.34,16.93,2019000
ACE,17-Oct-2001,39.02,39.2,37.41,38.19,2708800
ACG,17-Oct-2001,8.6,8.6,8.49,8.51,314400
ACI,17-Oct-2001,10.275,10.645,10.2,10.355,500000
ACN,17-Oct-2001,17.65,17.74,16.85,16.98,1877100
ACP,17-Oct-2001,9.25,9.25,9.2,9.2,1700
ACV,17-Oct-2001,28.15,28.17,27.71,27.87,170850
ADC,17-Oct-2001,18.75,18.9,18.51,18.9,8000
ADM,17-Oct-2001,12.47,12.47,12,12.01,1045400
ADS,17-Oct-2001,15.25,15.45,15.21,15.31,106400
ADX,17-Oct-2001,15.83,15.89,15.4,15.4,67500
AED,17-Oct-2001,20.4,20.4,20.4,20.4,0
AEE,17-Oct-2001,39.4,39.86,39.4,39.75,494900
AEG,17-Oct-2001,25.66,25.91,25,25.1,267176
AEM,17-Oct-2001,10,10.35,9.88,10.27,443700
AEO,17-Oct-2001,8.771,8.988,8.234,8.254,2932500
AEP,17-Oct-2001,44.51,45,44.35,44.48,481900
AES,17-Oct-2001,14.6,14.84,14.16,14.36,3869600
AES-C,17-Oct-2001,33.55,33.8,32.95,33.3,82400
AET,17-Oct-2001,7.565,7.638,7.428,7.478,611300
AF,17-Oct-2001,19.27,19.33,18.53,18.53,1761300
AFG,17-Oct-2001,14.814,15.008,14.607,14.741,102500
AFL,17-Oct-2001,26.55,26.59,25.7,26.04,1761700
AG,17-Oct-2001,10.85,10.98,10.55,10.55,356100
AGCO,17-Oct-2001,10.85,10.98,10.55,10.55,356100
AGM,17-Oct-2001,39.8,40,39.6,39.6,21500
AGM.A,17-Oct-2001,32.01,32.01,32.01,32.01,0
AGN,17-Oct-2001,32.92,33.12,32.295,32.4,629200
AGR,17-Oct-2001,53.3,56.3,48.4,49.7,448410
AGU,17-Oct-2001,9.74,9.74,9.25,9.29,72900
AIB,17-Oct-2001,102.1,105.75,100.1,103.4,97200
AIG,17-Oct-2001,1726,1726,1698,1708,5822000
AIN,17-Oct-2001,18.5,19.03,18.4,18.51,115700
AIR,17-Oct-2001,8.85,8.87,8.38,8.45,129200
AIT,17-Oct-2001,7.517,7.517,7.397,7.397,32250
AIV,17-Oct-2001,43.01,43.15,42.9,42.91,216100
AJG,17-Oct-2001,37.5,37.99,36.82,37.38,514500
AKO.A,17-Oct-2001,9.8,9.9,9.8,9.9,8100
AKO.B,17-Oct-2001,7.8,7.9,7.8,7.89,1700
AKR,17-Oct-2001,6.26,6.29,6.26,6.26,1200
AKS,17-Oct-2001,9.35,9.6,9.24,9.25,201000
AL,17-Oct-2001,27.95,27.99,27.01,27.06,1843700
ALB,17-Oct-2001,10.325,10.4,9.89,9.99,71600
ALE,17-Oct-2001,27.81,28.17,27.39,27.63,47566
ALG,17-Oct-2001,13.05,13.1,13.05,13.1,4200
ALK,17-Oct-2001,5.4125,5.425,4.975,5.02,213500
ALL,17-Oct-2001,34,34.1,33.17,33.61,2445500
ALP-O,17-Oct-2001,22.95,23,22.9,22.9,2200
ALV,17-Oct-2001,17.45,17.45,16.56,16.73,161200
ALX,17-Oct-2001,60.37,60.37,60.2,60.2,900
AM,17-Oct-2001,14.93,14.99,14.7,14.7,1127300
AME,17-Oct-2001,4.0258,4.0258,3.9662,3.9725,132600
AMG,17-Oct-2001,42.8,43.1,41,41.73,355350
AMT,17-Oct-2001,15.3,15.55,14.78,14.87,1239600
AMX,17-Oct-2001,2.44,2.5,2.385,2.395,2687100
AN,17-Oct-2001,10.05,10.12,9.9,10,671000
ANF,17-Oct-2001,21.28,21.98,19.9,20.17,1497800
ANH,17-Oct-2001,7.7,7.75,7.6,7.61,10100
AOI,17-Oct-2001,58.8,61.9,58.5,60,33800
AON,17-Oct-2001,42.62,42.75,41.73,41.95,700600
AOS,17-Oct-2001,5.1334,5.2834,5.1334,5.1467,32400
AP,17-Oct-2001,9.39,9.39,9.27,9.27,1300
APA,17-Oct-2001,21.5,21.58,21.02,21.1,4431734
APB,17-Oct-2001,6.87,6.9,6.82,6.85,10400
APC,17-Oct-2001,28.12,28.375,27.45,27.705,2929900
APD,17-Oct-2001,38.88,39.05,37.32,37.87,1511400
APF,17-Oct-2001,6.74,6.74,6.57,6.65,104100
APH,17-Oct-2001,5.25,5.3075,5.1825,5.2075,686600
APU,17-Oct-2001,23.82,23.99,23.76,23.85,22600
ARE,17-Oct-2001,40.85,41,40.23,40.44,37500
ARG,17-Oct-2001,13.4,13.58,12.99,13.08,127300
ARL,17-Oct-2001,11.45,11.62,11.45,11.55,1500
ARW,17-Oct-2001,24.23,24.52,23.7,24.02,596300
ASA,17-Oct-2001,6.1333,6.3333,6.1,6.2733,141300
ASG,17-Oct-2001,7.7,7.88,7.5,7.62,57000
ASH,17-Oct-2001,34.13,34.5,33.64,33.84,254672
ASR,17-Oct-2001,13.3,13.3,13.05,13.05,69900
ASX,17-Oct-2001,2.24,2.28,2.15,2.15,442342
ATE,17-Oct-2001,14,14.14,14,14.05,21600
ATI,17-Oct-2001,15.5,15.78,14.69,14.71,556200
