A,07-May-2001,38.42,39.09,37.4,38.74,1422400
AA,07-May-2001,41.67,41.9,40.5,41,2246400
ABB,07-May-2001,14.98,15.16,14.92,15,18200
ABC,07-May-2001,13.2375,13.4375,12.8125,13.0375,804600
ABM,07-May-2001,16.2,16.38,15.73,15.73,294600
ABT,07-May-2001,46.25,47.46,46.25,47,3377900
ABX,07-May-2001,16.25,16.8,16.18,16.71,1607400
ACE,07-May-2001,35.65,35.65,34,34.31,1931000
ACG,07-May-2001,8.1,8.1,8.04,8.06,208500
ACI,07-May-2001,16.5,16.6,16.255,16.465,818600
ACP,07-May-2001,9.1,9.18,9.04,9.18,34300
ACV,07-May-2001,27.53,27.67,27.35,27.51,184050
ADC,07-May-2001,16.82,17.02,16.7,16.9,10500
ADM,07-May-2001,11.76,12.02,11.67,11.96,2935064
ADX,07-May-2001,19.18,19.32,19.06,19.22,52000
AED,07-May-2001,23,23,23,23,50
AEE,07-May-2001,41.52,41.66,41.3,41.54,114200
AEG,07-May-2001,30.29,30.29,29.78,29.95,148096
AEM,07-May-2001,7.57,7.7,7.45,7.65,158300
AEO,07-May-2001,12.536,13.24,12.53,12.99,7195200
AEP,07-May-2001,48.1,48.64,48.1,48.4,1054100
AES,07-May-2001,48.5,49.4,47.6,47.75,1219000
AES-C,07-May-2001,76.2,76.2,75.2,75.2,800
AET,07-May-2001,6.725,6.725,6.5,6.5,362600
AF,07-May-2001,19.5,19.5,19.29,19.34,450300
AFG,07-May-2001,18.309,18.556,18.082,18.082,76200
AFL,07-May-2001,30.3,30.99,30.11,30.8,1096300
AG,07-May-2001,8.55,8.81,8.4,8.8,307100
AGCO,07-May-2001,8.55,8.81,8.4,8.8,307100
AGM,07-May-2001,26.9,26.9,26.82,26.9,11100
AGM.A,07-May-2001,22.65,22.65,22.65,22.65,0
AGN,07-May-2001,36.43,36.91,36.31,36.53,749500
AGR,07-May-2001,75.2,80.5,75,77.4,1058180
AGU,07-May-2001,11.35,11.35,11.09,11.3,1003900
AIB,07-May-2001,112.75,114.5,111,111.5,29500
AIG,07-May-2001,1682,1687.4,1676.4,1683.8,4460400
AIN,07-May-2001,21,22,20.78,21.58,92900
AIR,07-May-2001,11.59,12.25,11.59,11.76,33900
AIT,07-May-2001,8.358,8.471,8.344,8.398,57900
AIV,07-May-2001,44.25,44.25,43.51,43.73,108800
AJG,07-May-2001,25.25,25.25,24.4,24.49,225600
AKO.A,07-May-2001,13.95,13.95,13.95,13.95,14100
AKO.B,07-May-2001,11,11,11,11,1400
AKR,07-May-2001,6.45,6.45,6.4,6.45,3600
AKS,07-May-2001,13.25,13.7,13.11,13.6,641100
AL,07-May-2001,39.94,40.02,39.49,39.93,720800
ALB,07-May-2001,11.225,11.35,10.95,11.055,40700
ALE,07-May-2001,29.37,29.52,29.13,29.34,37200
ALG,07-May-2001,13.85,13.85,13.75,13.75,31100
ALK,07-May-2001,7.155,7.35,7.15,7.25,155500
ALL,07-May-2001,41.47,41.72,41.15,41.22,1519000
ALP-O,07-May-2001,20.8,20.8,20.8,20.8,1000
ALV,07-May-2001,20,20.01,19.65,19.71,7600
ALX,07-May-2001,67.5,67.6,67.5,67.54,1000
AM,07-May-2001,11,11.45,10.86,11.22,175800
AME,07-May-2001,4.1355,4.1649,4.0911,4.0938,101400
AMG,07-May-2001,36.63,37.13,36.39,37.01,575850
AMT,07-May-2001,27.95,28.04,27.63,28,714800
AMX,07-May-2001,3.265,3.31,3.265,3.3,4547700
AN,07-May-2001,10.25,10.43,10.15,10.3,1157900
ANF,07-May-2001,34,34.79,33.75,34.15,1002200
ANH,07-May-2001,6.29,6.35,6.25,6.35,4200
AOI,07-May-2001,90.6,90.6,88.5,90.3,55200
AON,07-May-2001,33.08,33.29,33.02,33.1,665000
AOS,07-May-2001,6.3434,6.35,6.2734,6.2734,17300
AP,07-May-2001,10.85,10.85,10.8,10.8,2600
APA,07-May-2001,25.28,25.57,25.15,25.41,5638246
APB,07-May-2001,8.45,8.48,8.42,8.46,4700
APC,07-May-2001,31.525,31.62,31.01,31.52,3026000
APD,07-May-2001,43.53,43.84,42.7,42.82,661100
APF,07-May-2001,8.6,8.78,8.58,8.67,61100
APH,07-May-2001,5.8125,5.875,5.75,5.8325,531200
APU,07-May-2001,22.23,22.7,22.2,22.6,44800
ARE,07-May-2001,37.2,37.33,36.85,37,16200
ARG,07-May-2001,9,9.1,8.83,9.01,168000
ARL,07-May-2001,11.25,11.25,11.25,11.25,600
ARW,07-May-2001,27.99,28,27.15,27.23,1053800
ASA,07-May-2001,6.3967,6.4667,6.37,6.4333,70900
ASG,07-May-2001,9.87,10,9.78,9.9,27300
ASH,07-May-2001,34.55,34.95,33.6,33.78,368199
ASR,07-May-2001,16.5,16.65,16.5,16.62,34000
ASX,07-May-2001,3.08,3.23,3.08,3.08,68857
